id,title,aggregation_type,subtype,cited_by_cnt,publication_name,publisher,volume,coverDate,surname,given_name,affiliation
SCOPUS_ID:85189943756,Agomir-122-loaded nanoparticles coated with cell membrane of activated fibroblasts to treat frozen shoulder based on homologous targeting,Journal,Article,0,Journal of Nanobiotechnology,BioMed Central Ltd,22,2024-12-01,Peng,Zhen,"[{'affilname': 'Fudan University', 'affiliation-city': 'Shanghai', 'affiliation-country': 'China'}, {'affilname': 'Shanghai Pudong Hospital', 'affiliation-city': 'Shanghai', 'affiliation-country': 'China'}, {'affilname': 'Shanghai General Hospital', 'affiliation-city': 'Shanghai', 'affiliation-country': 'China'}, {'affilname': 'Anhui Medical University', 'affiliation-city': 'Hefei', 'affiliation-country': 'China'}, {'affilname': 'Tianjin Hospital', 'affiliation-city': 'Tianjin', 'affiliation-country': 'China'}]"
SCOPUS_ID:85189943634,Material and structural considerations for high-performance electrodes for wearable skin devices,Journal,Review,0,Communications Materials,Springer Nature,5,2024-12-01,Lim,Kyeonghee,"[{'affilname': 'Yonsei University', 'affiliation-city': 'Seoul', 'affiliation-country': 'South Korea'}, {'affilname': 'Yonsei University College of Medicine', 'affiliation-city': 'Seoul', 'affiliation-country': 'South Korea'}]"
SCOPUS_ID:85189942082,An integrated 3C-silicon carbide-on-insulator photonic platform for nonlinear and quantum light sources,Journal,Article,0,Communications Physics,Nature Research,7,2024-12-01,Li,Jiayang,"['affilname', 'affiliation-city', 'affiliation-country']"
SCOPUS_ID:85189941886,Whole-heart electromechanical simulations using Latent Neural Ordinary Differential Equations,Journal,Article,0,npj Digital Medicine,Nature Research,7,2024-12-01,Salvador,Matteo,"[{'affilname': 'Stanford Engineering', 'affiliation-city': 'Stanford', 'affiliation-country': 'United States'}, {'affilname': 'BioTechMed-Graz', 'affiliation-city': 'Graz', 'affiliation-country': 'Austria'}, {'affilname': 'The Alan Turing Institute', 'affiliation-city': 'London', 'affiliation-country': 'United Kingdom'}, {'affilname': 'École Polytechnique Fédérale de Lausanne', 'affiliation-city': 'Lausanne', 'affiliation-country': 'Switzerland'}, {'affilname': 'Politecnico di Milano', 'affiliation-city': 'Milan', 'affiliation-country': 'Italy'}, {'affilname': ""King's College London"", 'affiliation-city': 'London', 'affiliation-country': 'United Kingdom'}, {'affilname': 'National Heart and Lung Institute', 'affiliation-city': 'London', 'affiliation-country': 'United Kingdom'}, {'affilname': 'Medizinische Universität Graz', 'affiliation-city': 'Graz', 'affiliation-country': 'Austria'}]"
SCOPUS_ID:85189941620,Stacked-CNN-BiLSTM-COVID: an effective stacked ensemble deep learning framework for sentiment analysis of Arabic COVID-19 tweets,Journal,Article,0,Journal of Cloud Computing,Springer Science and Business Media Deutschland GmbH,13,2024-12-01,Abdelhady,Naglaa,"['affilname', 'affiliation-city', 'affiliation-country']"
SCOPUS_ID:85189941081,Scaling law of real traffic jams under varying travel demand,Journal,Article,0,EPJ Data Science,Springer Science and Business Media Deutschland GmbH,13,2024-12-01,Chen,Rui,"['affilname', 'affiliation-city', 'affiliation-country']"
SCOPUS_ID:85189941027,A thermoresponsive nanocomposite integrates NIR-II-absorbing small molecule with lonidamine for pyroptosis-promoted synergistic immunotherapy,Journal,Article,0,Journal of Nanobiotechnology,BioMed Central Ltd,22,2024-12-01,Chen,Pengfei,"[{'affilname': 'First Affiliated Hospital of Zhengzhou University', 'affiliation-city': 'Zhengzhou', 'affiliation-country': 'China'}, {'affilname': 'Nanjing University of Post and TeleCommunications', 'affiliation-city': 'Nanjing', 'affiliation-country': 'China'}]"
SCOPUS_ID:85189940941,Kilogram scale facile synthesis and systematic characterization of a Gd-macrochelate as T1-weighted magnetic resonance imaging contrast agent,Journal,Article,0,Journal of Nanobiotechnology,BioMed Central Ltd,22,2024-12-01,Shi,Meng,"[{'affilname': 'Southern Medical University', 'affiliation-city': 'Guangzhou', 'affiliation-country': 'China'}, {'affilname': 'Faculty of Health Sciences', 'affiliation-city': 'Taipa', 'affiliation-country': 'Macao'}, {'affilname': 'Hunan University', 'affiliation-city': 'Changsha', 'affiliation-country': 'China'}]"
SCOPUS_ID:85189940725,B-CAT: a model for detecting botnet attacks using deep attack behavior analysis on network traffic flows,Journal,Article,0,Journal of Big Data,Springer Nature,11,2024-12-01,Putra,Muhammad Aidiel Rachman,"[{'affilname': 'Institut Teknologi Sepuluh Nopember', 'affiliation-city': 'Surabaya', 'affiliation-country': 'Indonesia'}, {'affilname': 'Institut Teknologi Dan Bisnis STIKOM Bali', 'affiliation-city': 'Bali', 'affiliation-country': 'Indonesia'}]"
SCOPUS_ID:85189940290,KEGG orthology prediction of bacterial proteins using natural language processing,Journal,Article,0,BMC Bioinformatics,BioMed Central Ltd,25,2024-12-01,Chen,Jing,"['affilname', 'affiliation-city', 'affiliation-country']"
SCOPUS_ID:85189940244,Provably secure data selective sharing scheme with cloud-based decentralized trust management systems,Journal,Article,0,Journal of Cloud Computing,Springer Science and Business Media Deutschland GmbH,13,2024-12-01,Velmurugan,S.,"[{'affilname': 'R.M.D. Engineering College', 'affiliation-city': 'Kavaraipettai', 'affiliation-country': 'India'}, {'affilname': 'RMK Engineering College', 'affiliation-city': 'Kavaraipettai', 'affiliation-country': 'India'}, {'affilname': 'Jimma University', 'affiliation-city': 'Jimma', 'affiliation-country': 'Ethiopia'}, {'affilname': 'Vellore Institute of Technology', 'affiliation-city': 'Vellore', 'affiliation-country': 'India'}]"
SCOPUS_ID:85189939538,Magnetic properties of Ca-containing zeolite low-silica X loaded with K atoms,Journal,Article,0,Interactions,Springer Nature,245,2024-12-01,Nakano,Takehito,"['affilname', 'affiliation-city', 'affiliation-country']"
SCOPUS_ID:85189939410,"Holotomography and atomic force microscopy: a powerful combination to enhance cancer, microbiology and nanotoxicology research",Journal,Review,0,Discover Nano,Springer,19,2024-12-01,Medina-Ramirez,Iliana E.,"[{'affilname': 'Universidad Autónoma de Aguascalientes', 'affiliation-city': 'Aguascalientes', 'affiliation-country': 'Mexico'}, {'affilname': 'City University of Hong Kong', 'affiliation-city': 'Hong Kong', 'affiliation-country': 'Hong Kong'}]"
SCOPUS_ID:85189938699,Meta-analysis indicates better climate adaptation and mitigation performance of hybrid engineering-natural coastal defence measures,Journal,Article,0,Nature Communications,Nature Research,15,2024-12-01,Huynh,Lam Thi Mai,"[{'affilname': 'The University of Tokyo', 'affiliation-city': 'Tokyo', 'affiliation-country': 'Japan'}, {'affilname': 'University of York', 'affiliation-city': 'York', 'affiliation-country': 'United Kingdom'}, {'affilname': 'Earth Observatory of Singapore', 'affiliation-city': 'Singapore City', 'affiliation-country': 'Singapore'}, {'affilname': 'Asian School of the Environment', 'affiliation-city': 'Singapore City', 'affiliation-country': 'Singapore'}, {'affilname': 'United Nations University, Japan', 'affiliation-city': 'Tokyo', 'affiliation-country': 'Japan'}]"
SCOPUS_ID:85189937759,Quantum simulation of the bosonic Kitaev chain,Journal,Article,0,Nature Communications,Nature Research,15,2024-12-01,Busnaina,Jamal H.,"[{'affilname': 'Pritzker School of Molecular Engineering', 'affiliation-city': 'Chicago', 'affiliation-country': 'United States'}, {'affilname': 'University of Waterloo', 'affiliation-city': 'Waterloo', 'affiliation-country': 'Canada'}, {'affilname': 'Université de Sherbrooke', 'affiliation-city': 'Sherbrooke', 'affiliation-country': 'Canada'}]"
SCOPUS_ID:85189937368,Human-AI interaction in skin cancer diagnosis: a systematic review and meta-analysis,Journal,Review,0,npj Digital Medicine,Nature Research,7,2024-12-01,Krakowski,Isabelle,"[{'affilname': 'Stanford University School of Medicine', 'affiliation-city': 'Stanford', 'affiliation-country': 'United States'}, {'affilname': 'Karolinska Universitetssjukhuset', 'affiliation-city': 'Stockholm', 'affiliation-country': 'Sweden'}, {'affilname': 'University of Nicosia', 'affiliation-city': 'Nicosia', 'affiliation-country': 'Cyprus'}, {'affilname': 'Stanford University', 'affiliation-city': 'Stanford', 'affiliation-country': 'United States'}, {'affilname': 'Karolinska Institutet', 'affiliation-city': 'Stockholm', 'affiliation-country': 'Sweden'}]"
SCOPUS_ID:85189937181,Determining critical nodes in optimal cost attacks on networked infrastructures,Journal,Article,0,Discover Internet of Things,Springer Nature,4,2024-12-01,Ahmad,Ishfaq,"[{'affilname': 'University of Texas at Arlington College of Engineering', 'affiliation-city': 'Arlington', 'affiliation-country': 'United States'}, {'affilname': 'University of Texas at Brownsville and Texas Southmost College', 'affiliation-city': 'Brownsville', 'affiliation-country': 'United States'}, {'affilname': 'Air Force Research Laboratory', 'affiliation-city': 'Dayton', 'affiliation-country': 'United States'}]"
SCOPUS_ID:85189937075,Dynamics of collective cooperation under personalised strategy updates,Journal,Article,0,Nature Communications,Nature Research,15,2024-12-01,Meng,Yao,"[{'affilname': 'Peking University', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}, {'affilname': 'Toronto Metropolitan University', 'affiliation-city': 'Toronto', 'affiliation-country': 'Canada'}, {'affilname': ""Brigham and Women's Hospital"", 'affiliation-city': 'Boston', 'affiliation-country': 'United States'}, {'affilname': 'University of Illinois Urbana-Champaign', 'affiliation-city': 'Urbana', 'affiliation-country': 'United States'}]"
SCOPUS_ID:85189936924,Layer-by-layer phase transformation in Ti3O5 revealed by machine-learning molecular dynamics simulations,Journal,Article,0,Nature Communications,Nature Research,15,2024-12-01,Liu,Mingfeng,"[{'affilname': 'Key Laboratory for Anisotropy and Texture of Materials, Ministry of Education, Northeastern University', 'affiliation-city': 'Shenyang', 'affiliation-country': 'China'}, {'affilname': 'State Key Laboratory of Solidification Processing', 'affiliation-city': ""Xi'an"", 'affiliation-country': 'China'}, {'affilname': 'Universität Wien', 'affiliation-city': 'Vienna', 'affiliation-country': 'Austria'}, {'affilname': 'Institute of Metal Research Chinese Academy of Sciences', 'affiliation-city': 'Shenyang', 'affiliation-country': 'China'}, {'affilname': 'University of Science and Technology of China', 'affiliation-city': 'Hefei', 'affiliation-country': 'China'}]"
SCOPUS_ID:85189936882,KSNP: a fast de Bruijn graph-based haplotyping tool approaching data-in time cost,Journal,Article,0,Nature Communications,Nature Research,15,2024-12-01,Zhou,Qian,"[{'affilname': 'Shenzhen University', 'affiliation-city': 'Shenzhen', 'affiliation-country': 'China'}, {'affilname': 'Harbin Institute of Technology', 'affiliation-city': 'Harbin', 'affiliation-country': 'China'}, {'affilname': 'Chinese Academy of Agricultural Sciences', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}, {'affilname': 'Pengcheng Laboratory', 'affiliation-city': 'Shenzhen', 'affiliation-country': 'China'}]"
SCOPUS_ID:85189936529,Observation of spatiotemporal optical vortices enabled by symmetry-breaking slanted nanograting,Journal,Article,0,Nature Communications,Nature Research,15,2024-12-01,Huo,Pengcheng,"[{'affilname': 'Nanjing University', 'affiliation-city': 'Nanjing', 'affiliation-country': 'China'}, {'affilname': 'State Key Laboratory of Advanced Optical Communication Systems and Networks', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}, {'affilname': 'National Institute of Standards and Technology', 'affiliation-city': 'Gaithersburg', 'affiliation-country': 'United States'}, {'affilname': 'University of Maryland, College Park', 'affiliation-city': 'College Park', 'affiliation-country': 'United States'}]"
SCOPUS_ID:85189936104,Enhancing Escherichia coli abiotic stress resistance through ornithine lipid formation,Journal,Article,0,Applied Microbiology and Biotechnology,Springer Science and Business Media Deutschland GmbH,108,2024-12-01,Bedoya-Pérez,Leidy Patricia,"['affilname', 'affiliation-city', 'affiliation-country']"
SCOPUS_ID:85189935912,PS-GO parametric protein search engine,Journal,Article,0,Computational and Structural Biotechnology Journal,Elsevier B.V.,23,2024-12-01,Mi,Yanlin,"[{'affilname': 'University College Cork', 'affiliation-city': 'Cork', 'affiliation-country': 'Ireland'}, {'affilname': 'Munster Technological University (MTU)', 'affiliation-city': 'Bishopstown', 'affiliation-country': 'Ireland'}, {'affilname': 'Universitatea Transilvania din Brașov', 'affiliation-city': 'Brasov', 'affiliation-country': 'Romania'}]"
SCOPUS_ID:85189934612,Investigation on improving the comprehensive performance of environmental barrier coating materials by high-entropy multiphase design,Journal,Article,0,npj Materials Degradation,Nature Publishing Group,8,2024-12-01,Chen,Zeyu,"[{'affilname': 'Shanghai Institute of Ceramics, Chinese Academy of Sciences', 'affiliation-city': 'Shanghai', 'affiliation-country': 'China'}, {'affilname': 'University of Chinese Academy of Sciences', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}]"
SCOPUS_ID:85189934325,Brillouin microscopy monitors rapid responses in subcellular compartments,Journal,Article,0,PhotoniX,Springer,5,2024-12-01,Coker,Zachary N.,"[{'affilname': 'Texas A&amp;M University', 'affiliation-city': 'College Station', 'affiliation-country': 'United States'}, {'affilname': 'Air Force Research Laboratory', 'affiliation-city': 'Dayton', 'affiliation-country': 'United States'}, {'affilname': 'SAIC', 'affiliation-city': 'San Diego', 'affiliation-country': 'United States'}]"
SCOPUS_ID:85189934216,Mössbauer study of magnetically ordered states in Heusler compounds Fe3-xMnxSi,Journal,Article,0,Interactions,Springer Nature,245,2024-12-01,Hiroi,Masahiko,"['affilname', 'affiliation-city', 'affiliation-country']"
SCOPUS_ID:85189933945,Leveraging Model Scaling and Butterfly Network in the Bone Scan Image Segmentation,Journal,Article,0,International Journal of Computational Intelligence Systems,Springer Science and Business Media B.V.,17,2024-12-01,Rachmawati,E.,"['affilname', 'affiliation-city', 'affiliation-country']"
SCOPUS_ID:85189933880,Quantum dot fluorescent microsphere-based immunochromatographic strip for detecting PRRSV antibodies,Journal,Article,0,Applied Microbiology and Biotechnology,Springer Science and Business Media Deutschland GmbH,108,2024-12-01,Yang,Rui,"[{'affilname': 'Lanzhou University', 'affiliation-city': 'Lanzhou', 'affiliation-country': 'China'}, {'affilname': 'Gansu Agricultural University', 'affiliation-city': 'Lanzhou', 'affiliation-country': 'China'}, {'affilname': 'China Agricultural Veterinarian Biology Science and Technology Co. Ltd', 'affiliation-city': 'Lanzhou', 'affiliation-country': 'China'}, {'affilname': 'Gansu Forestry Technological College', 'affiliation-city': 'Tianshui', 'affiliation-country': 'China'}]"
SCOPUS_ID:85189933354,Nanoscale precision brings experimental metalens efficiencies on par with theoretical promises,Journal,Article,0,Communications Physics,Nature Research,7,2024-12-01,Egede Johansen,Villads,"[{'affilname': 'Syddansk Universitet', 'affiliation-city': 'Odense', 'affiliation-country': 'Denmark'}, {'affilname': 'NIL Technology ApS', 'affiliation-city': 'Lyngby', 'affiliation-country': 'Denmark'}]"
SCOPUS_ID:85189933141,"Correction to: Using rare genetic mutations to revisit structural brain asymmetry (Nature Communications, (2024), 15, 1, (2639), 10.1038/s41467-024-46784-w)",Journal,Erratum,0,Nature Communications,Nature Research,15,2024-12-01,Kopal,Jakub,"[{'affilname': 'Oslo Universitetssykehus', 'affiliation-city': 'Oslo', 'affiliation-country': 'Norway'}, {'affilname': 'University of Montreal', 'affiliation-city': 'Montreal', 'affiliation-country': 'Canada'}, {'affilname': 'MRC Centre for Neuropsychiatric Genetics and Genomics', 'affiliation-city': 'Cardiff', 'affiliation-country': 'United Kingdom'}, {'affilname': 'Montreal Institute for Learning Algorithms', 'affiliation-city': 'Montreal', 'affiliation-country': 'Canada'}, {'affilname': 'Cardiff University School of Medicine', 'affiliation-city': 'Cardiff', 'affiliation-country': 'United Kingdom'}, {'affilname': 'McConnell Brain Imaging Centre', 'affiliation-city': 'Montreal', 'affiliation-country': 'Canada'}, {'affilname': ""Boston Children's Hospital"", 'affiliation-city': 'Boston', 'affiliation-country': 'United States'}, {'affilname': 'McGill Faculty of Medicine and Health Sciences', 'affiliation-city': 'Montreal', 'affiliation-country': 'Canada'}, {'affilname': 'Max Planck Institute for Human Cognitive and Brain Sciences', 'affiliation-city': 'Leipzig', 'affiliation-country': 'Germany'}, {'affilname': 'Cardiff University', 'affiliation-city': 'Cardiff', 'affiliation-country': 'United Kingdom'}, {'affilname': 'Centre Hospitalier Universitaire Vaudois', 'affiliation-city': 'Lausanne', 'affiliation-country': 'Switzerland'}, {'affilname': 'Universiteit Maastricht', 'affiliation-city': 'Maastricht', 'affiliation-country': 'Netherlands'}, {'affilname': 'Keck School of Medicine of USC', 'affiliation-city': 'Los Angeles', 'affiliation-country': 'United States'}, {'affilname': 'Institut Universitaire de Santé Mentale de Montréal', 'affiliation-city': 'Montreal', 'affiliation-country': 'Canada'}, {'affilname': 'Universitetet i Oslo', 'affiliation-city': 'Oslo', 'affiliation-country': 'Norway'}, {'affilname': 'Jane &amp; Terry Semel Institute for Neuroscience &amp; Human Behavior', 'affiliation-city': 'Los Angeles', 'affiliation-country': 'United States'}, {'affilname': 'CHU Sainte-Justine - Le Centre Hospitalier Universitaire Mère-Enfant', 'affiliation-city': 'Montreal', 'affiliation-country': 'Canada'}, {'affilname': 'International Laboratory for Brain', 'affiliation-city': 'Montreal', 'affiliation-country': 'Canada'}]"
SCOPUS_ID:85189933033,Enhancing the productivity and proliferation of CHO-K1 cells by oncoprotein YAP (Yes-associated protein),Journal,Article,0,Applied Microbiology and Biotechnology,Springer Science and Business Media Deutschland GmbH,108,2024-12-01,Roshanmehr,Farnaz,"[{'affilname': 'Golestan University of Medical Sciences', 'affiliation-city': 'Gorgan', 'affiliation-country': 'Iran'}, {'affilname': 'Biopharmaceutical Company', 'affiliation-city': 'Gorgan', 'affiliation-country': 'Iran'}]"
SCOPUS_ID:85189932749,Development and flight-test verification of two-dimensional rotational low-airspeed sensor for small helicopters,Journal,Article,0,ROBOMECH Journal,Springer Science and Business Media Deutschland GmbH,11,2024-12-01,Fujiwara,Daigo,"['affilname', 'affiliation-city', 'affiliation-country']"
SCOPUS_ID:85189932107,IMPATIENT-qPCR: monitoring SELEX success during in vitro aptamer evolution,Journal,Article,0,Applied Microbiology and Biotechnology,Springer Science and Business Media Deutschland GmbH,108,2024-12-01,Kissmann,Ann-Kathrin,"[{'affilname': 'Universität Ulm', 'affiliation-city': 'Ulm', 'affiliation-country': 'Germany'}, {'affilname': 'Austrian Institute of Technology', 'affiliation-city': 'Vienna', 'affiliation-country': 'Austria'}, {'affilname': 'Max Planck Institute for Polymer Research', 'affiliation-city': 'Mainz', 'affiliation-country': 'Germany'}]"
SCOPUS_ID:85189932008,Light-driven anisotropy of 2D metal-organic framework single crystal for repeatable optical modulation,Journal,Article,0,Communications Materials,Springer Nature,5,2024-12-01,Kenzhebayeva,Yuliya A.,"[{'affilname': 'Center for Advancing Electronics Dresden', 'affiliation-city': 'Dresden', 'affiliation-country': 'Germany'}, {'affilname': 'Institut Jean Lamour', 'affiliation-city': 'Nancy', 'affiliation-country': 'France'}, {'affilname': 'Postovsky Institute of Organic Synthesis of Ural Division of Russian Academy of Sciences', 'affiliation-city': 'Yekaterinburg', 'affiliation-country': 'Russian Federation'}, {'affilname': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO', 'affiliation-city': 'Saint Petersburg', 'affiliation-country': 'Russian Federation'}, {'affilname': 'Nikolaev Institute of Inorganic Chemistry, Siberian Branch of Russian Academy of Sciences', 'affiliation-city': 'Novosibirsk', 'affiliation-country': 'Russian Federation'}, {'affilname': 'Newark College of Engineering', 'affiliation-city': 'Newark', 'affiliation-country': 'United States'}, {'affilname': 'Tufts University', 'affiliation-city': 'Medford', 'affiliation-country': 'United States'}, {'affilname': 'Kirensky Institute of Physics, Siberian Branch, Russian Academy of Sciences', 'affiliation-city': 'Krasnoyarsk', 'affiliation-country': 'Russian Federation'}, {'affilname': 'South Ural State University', 'affiliation-city': 'Chelyabinsk', 'affiliation-country': 'Russian Federation'}]"
SCOPUS_ID:85189931194,New graphical models for sequential data and the improved state estimations by data-conditioned driving noises,Journal,Article,0,Eurasip Journal on Advances in Signal Processing,Springer Science and Business Media Deutschland GmbH,2024,2024-12-01,Lee,Wonjung,"[{'affilname': 'United International College', 'affiliation-city': 'Zhuhai', 'affiliation-country': 'China'}, {'affilname': 'Beijing Normal University', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}]"
SCOPUS_ID:85189931138,Multifunctional MOF@COF Nanoparticles Mediated Perovskite Films Management Toward Sustainable Perovskite Solar Cells,Journal,Article,0,Nano-Micro Letters,Springer Science and Business Media B.V.,16,2024-12-01,Dong,Yayu,"[{'affilname': 'Harbin Institute of Technology', 'affiliation-city': 'Harbin', 'affiliation-country': 'China'}, {'affilname': 'East China Jiaotong University', 'affiliation-city': 'Nanchang', 'affiliation-country': 'China'}]"
SCOPUS_ID:85189930977,Federated attention consistent learning models for prostate cancer diagnosis and Gleason grading,Journal,Article,0,Computational and Structural Biotechnology Journal,Elsevier B.V.,23,2024-12-01,Kong,Fei,"[{'affilname': ""Children's Hospital of Chongqing Medical University"", 'affiliation-city': 'Chongqing', 'affiliation-country': 'China'}, {'affilname': 'Tencent', 'affiliation-city': 'Shenzhen', 'affiliation-country': 'China'}, {'affilname': 'Yantai Yuhuangding Hospital', 'affiliation-city': 'Yantai', 'affiliation-country': 'China'}, {'affilname': 'Harvard T.H. Chan School of Public Health', 'affiliation-city': 'Boston', 'affiliation-country': 'United States'}, {'affilname': 'Massachusetts General Hospital', 'affiliation-city': 'Boston', 'affiliation-country': 'United States'}, {'affilname': 'Tsinghua University', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}, {'affilname': 'Sichuan University', 'affiliation-city': 'Chengdu', 'affiliation-country': 'China'}, {'affilname': 'Hebei Medical University', 'affiliation-city': 'Shijiazhuang', 'affiliation-country': 'China'}, {'affilname': 'Harvard Medical School', 'affiliation-city': 'Boston', 'affiliation-country': 'United States'}]"
SCOPUS_ID:85189930828,Criticality-enhanced electric field gradient sensor with single trapped ions,Journal,Article,0,npj Quantum Information,Nature Research,10,2024-12-01,Ilias,Theodoros,"['affilname', 'affiliation-city', 'affiliation-country']"
SCOPUS_ID:85189930495,Tunable magnetic confinement effect in a magnetic superlattice of graphene,Journal,Article,0,npj 2D Materials and Applications,Nature Research,8,2024-12-01,Tosun,Onur,"[{'affilname': 'The Grainger College of Engineering', 'affiliation-city': 'Urbana', 'affiliation-country': 'United States'}, {'affilname': 'Pritzker School of Molecular Engineering', 'affiliation-city': 'Chicago', 'affiliation-country': 'United States'}]"
SCOPUS_ID:85189930238,Cellulose and lignin purified from Metroxylon sagu palm fronds by a new technology with 2-methylanthraquinone cooking and peroxymonosulfuric acid bleaching,Journal,Article,0,Journal of Wood Science,Springer,70,2024-12-01,Evelyn,,"[{'affilname': 'Universitas Riau', 'affiliation-city': 'Pekanbaru', 'affiliation-country': 'Indonesia'}, {'affilname': 'University of Tsukuba', 'affiliation-city': 'Tsukuba', 'affiliation-country': 'Japan'}, {'affilname': 'PT. Riau Andalan Pulp and Paper', 'affiliation-city': 'Pangkalan Kerinci', 'affiliation-country': 'Indonesia'}]"
SCOPUS_ID:85189930010,Regression Method for Rail Fastener Tightness Based on Center-Line Projection Distance Feature and Neural Network,Journal,Article,0,Chinese Journal of Mechanical Engineering (English Edition),Springer,37,2024-12-01,Wang,Yuanhang,"[{'affilname': 'Beijing Jiaotong University', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}, {'affilname': 'Ltd.', 'affiliation-city': 'Nanjing', 'affiliation-country': 'China'}]"
SCOPUS_ID:85189930004,Near telomere-to-telomere genome assemblies of two Chlorella species unveil the composition and evolution of centromeres in green algae,Journal,Article,0,BMC Genomics,BioMed Central Ltd,25,2024-12-01,Wang,Bo,"[{'affilname': ""Xi'an Jiaotong University"", 'affiliation-city': ""Xi'an"", 'affiliation-country': 'China'}, {'affilname': 'The First Hospital of Xian Jiaotong University', 'affiliation-city': ""Xi'an"", 'affiliation-country': 'China'}, {'affilname': 'Shanghai Normal University', 'affiliation-city': 'Shanghai', 'affiliation-country': 'China'}, {'affilname': 'Universiteit Leiden', 'affiliation-city': 'Leiden', 'affiliation-country': 'Netherlands'}]"
SCOPUS_ID:85189929480,Depression assessment using integrated multi-featured EEG bands deep neural network models: Leveraging ensemble learning techniques,Journal,Article,0,Computational and Structural Biotechnology Journal,Elsevier B.V.,23,2024-12-01,Chung,Kuo-Hsuan,"[{'affilname': 'School of Medicine', 'affiliation-city': 'Taipei', 'affiliation-country': 'Taiwan'}, {'affilname': 'Amity University Mumbai', 'affiliation-city': 'Mumbai', 'affiliation-country': 'India'}, {'affilname': 'En Chu Kong Hospital', 'affiliation-city': 'Taipei', 'affiliation-country': 'Taiwan'}, {'affilname': 'National Taipei University', 'affiliation-city': 'Taipei', 'affiliation-country': 'Taiwan'}, {'affilname': 'Taipei Medical University Hospital', 'affiliation-city': 'Taipei', 'affiliation-country': 'Taiwan'}]"
SCOPUS_ID:85189929349,Investigation of various equivalent stress hypotheses regarding the high-cycle fatigue strength of case-hardened shafts Untersuchung verschiedener Vergleichsspannungshypothesen im Kontext der Dauerfestigkeit einsatzgehärteter Wellen,Journal,Article,0,Forschung im Ingenieurwesen/Engineering Research,Springer Vieweg,88,2024-12-01,Pogert,Jakob,"[{'affilname': 'Technische Universität Dresden', 'affiliation-city': 'Dresden', 'affiliation-country': 'Germany'}, {'affilname': 'Technische Universität Chemnitz', 'affiliation-city': 'Chemnitz', 'affiliation-country': 'Germany'}]"
SCOPUS_ID:85189929281,s2Cloud: a novel cloud-based precision health system for smart and secure IoT big data harnessing,Journal,Article,0,Discover Internet of Things,Springer Nature,4,2024-12-01,Stauffer,Jake,"['affilname', 'affiliation-city', 'affiliation-country']"
SCOPUS_ID:85189929276,Central role of d-band energy level in Cu-based intermetallic alloys,Journal,Article,0,npj Computational Materials,Nature Research,10,2024-12-01,Zhao,Jing,"[{'affilname': 'Institute of Solid State Physics, Chinese Academy of Sciences', 'affiliation-city': 'Hefei', 'affiliation-country': 'China'}, {'affilname': 'University of Science and Technology of China', 'affiliation-city': 'Hefei', 'affiliation-country': 'China'}]"
SCOPUS_ID:85189928688,Identifying influential climatic factors for urban risk studies in rapidly urbanizing Region,Journal,Review,0,Computational Urban Science,Springer,4,2024-12-01,Mangal,Saloni,"[{'affilname': 'Amity University', 'affiliation-city': 'Noida', 'affiliation-country': 'India'}, {'affilname': 'State University of New York Albany', 'affiliation-city': 'Albany', 'affiliation-country': 'United States'}, {'affilname': 'National Institute of Disaster Management', 'affiliation-city': 'New Delhi', 'affiliation-country': 'India'}]"
SCOPUS_ID:85189928428,Development and validation of an ultrasound-based deep learning radiomics nomogram for predicting the malignant risk of ovarian tumours,Journal,Article,0,BioMedical Engineering Online,BioMed Central Ltd,23,2024-12-01,Du,Yangchun,"['affilname', 'affiliation-city', 'affiliation-country']"
SCOPUS_ID:85189922529,Short-term creep approach to redefining the role of 17-4PH stainless steel for high-temperature applications,Journal,Article,0,Scientific Reports,Nature Research,14,2024-12-01,Spigarelli,S.,"['affilname', 'affiliation-city', 'affiliation-country']"
SCOPUS_ID:85189922103,Targeting FTO induces colorectal cancer ferroptotic cell death by decreasing SLC7A11/GPX4 expression,Journal,Article,0,Journal of Experimental and Clinical Cancer Research,BioMed Central Ltd,43,2024-12-01,Qiao,Yaya,"[{'affilname': 'Nankai University', 'affiliation-city': 'Tianjin', 'affiliation-country': 'China'}, {'affilname': 'Jinan University', 'affiliation-city': 'Guangzhou', 'affiliation-country': 'China'}, {'affilname': 'Hebei North University', 'affiliation-city': 'Zhangjiakou', 'affiliation-country': 'China'}, {'affilname': 'School of Medicine', 'affiliation-city': 'Guangzhou', 'affiliation-country': 'China'}, {'affilname': 'Tianjin University', 'affiliation-city': 'Tianjin', 'affiliation-country': 'China'}, {'affilname': 'Guangzhou Medical University', 'affiliation-city': 'Guangzhou', 'affiliation-country': 'China'}, {'affilname': 'Tianjin University of Traditional Chinese Medicine', 'affiliation-city': 'Tianjin', 'affiliation-country': 'China'}, {'affilname': 'Shenyang Pharmaceutical University', 'affiliation-city': 'Shenyang', 'affiliation-country': 'China'}]"
