original_,original_affiliation-city,original_affiliation-country,lat,lon,formatted,name,street,suburb,district,postcode,city,county_code,state,state_code,county,country,country_code,confidence,confidence_city_level,attribution,attribution_license,attribution_url
3918,Valhalla,United States,36.1371028,-76.6577239,"Valhalla (Valhalla), NC, United States of America",Valhalla,,,,,Valhalla,,North Carolina,NC,Chowan County,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3919,"Pathio, Chumphon",Thailand,10.856542,99.349766,"Pathiu, Chumphon, Thailand",,,,,,Pathiu,,Chumphon,,Pathio,Thailand,th,0.5,0.5,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
3920,Marsa Matruh,Egypt,31.3528567,27.2395262,"Marsa Matruh, 51511, Egypt",Marsa Matruh,,,,51511,Marsa Matruh,,Matruh,,,Egypt,eg,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3921,Antakya,Turkey,36.2036546,36.1637648,"Antakya, Mediterranean Region, Turkey",,,,,,Antakya,,Mediterranean Region,,Hatay Province,Turkey,tr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3922,Xiaogan,China,30.919414,113.9516901,"Xiaonan District, Xiaogan, Hubei, China",Xiaogan,,,Xiaonan District,,Xiaogan,,Hubei,,,China,cn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3923,Osmaniye,Turkey,37.0733588,36.2507673,"80010 Osmaniye, Turkey",Osmaniye,,,,80010,Osmaniye,,Mediterranean Region,,Osmaniye Merkez,Turkey,tr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3924,Butembo,Democratic Republic Congo,0.14164,29.29117,"Butembo, North Kivu, Democratic Republic of Congo",,,,,,Butembo,,North Kivu,,,Democratic Republic of Congo,cd,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
3925,Goma,Democratic Republic Congo,-1.67409,29.22845,"Goma, North Kivu, Democratic Republic of Congo",,,,,,Goma,,North Kivu,,Goma,Democratic Republic of Congo,cd,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
3926,East Hartford,United States,41.7823216,-72.6120346,"East Hartford, CT, United States of America",,,,,,East Hartford,,Connecticut,CT,Capitol Planning Region,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3927,Agadir,Morocco,30.4205162,-9.5838532,"Agadir, Souss-Massa, Morocco",,,,,,Agadir,,Souss-Massa,,Pachalik d'Agadir ⵍⴱⴰⵛⴰⵡⵉⵢⴰ ⵏ ⴰⴳⴰⴷⵉⵔ باشوية أكادير,Morocco,ma,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3928,Vila de Marracuene,Mozambique,-25.8132636,32.5724313,"Vila Pouca, N1, 0105-14 Maputo, Mozambique",Vila Pouca,N1,,Distrito Municipal de KaMubukwana,0105-14,Maputo,,Maputo Province,,Marracuene,Mozambique,mz,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3929,Bandirma,Turkey,40.3554705,27.9697603,"Bandırma, Marmara Region, Turkey",,,,,,Bandırma,,Marmara Region,,Balıkesir,Turkey,tr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3930,Rhode-Saint-Genese,Belgium,50.74503,4.3463687,"1640 Sint-Genesius-Rode - Rhode-Saint-Genèse, Belgium",,,,,1640,Sint-Genesius-Rode - Rhode-Saint-Genèse,,Flemish Brabant,,Halle-Vilvoorde,Belgium,be,0.25004699999999996,0.25004699999999996,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3931,Torreon,Mexico,25.542698,-103.410512,"27289 Torreón, Coahuila, Mexico",Torreón,,,,27289,Torreón,,Coahuila,,Torreón,Mexico,mx,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3932,Ensenada,Mexico,31.8658887,-116.602983,"Ensenada, BCN, Mexico",,,,,,Ensenada,,Baja California,BCN,Municipio de Ensenada,Mexico,mx,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3933,Santa Catarina,Mexico,20.2967,-97.48,"Santa Catarina, Veracruz, Mexico",,,,,,Santa Catarina,,Veracruz,,Espinal,Mexico,mx,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3934,Aba,Nigeria,5.1128008,7.3651376,"Aba, Abia State, Nigeria",Aba,,,,,Aba,,Abia State,,Aba South,Nigeria,ng,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3935,Otuoke,Nigeria,4.788543,6.3133636,"Otuoke, Bayelsa State, Nigeria",Otuoke,,,,,Otuoke,,Bayelsa State,,Ogbia,Nigeria,ng,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3936,Spittal an der Drau,Austria,46.7982211,13.4963308,"9800 Spittal an der Drau, Austria",,,,,9800,Spittal an der Drau,,Carinthia,,Bezirk Spittal an der Drau,Austria,at,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3937,"Wudil, Kano",Nigeria,11.809372849999999,8.84879385647886,"Wudil, Kano State, Nigeria",,,,,,Wudil,,Kano State,,Wudil,Nigeria,ng,0.5,0.5,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3938,Fontenay-aux-Roses,France,48.7911052,2.2870373,"92260 Fontenay-aux-Roses, France",,,,,92260,Fontenay-aux-Roses,,Ile-de-France,IDF,Hauts-de-Seine,France,fr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3939,Anqing,China,30.5276161,117.0515956,"Daguan District, Anqing, Anhui, China",Anqing,,,Daguan District,246000,Anqing,,Anhui,,,China,cn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3940,Sirjan,Iran,29.4458687,55.6704717,"Central District Sirjan County, Sirjan, Kerman Province, Iran",,,,Central District Sirjan County,78136-64565,Sirjan,,Kerman Province,,Sirjan County,Iran,ir,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3941,"Santipur, Guwahati",India,25.931644,91.456561,"Santipur, Barjhar, AS, India",Santipur,,Santipur,,,Barjhar,,Assam,AS,Kamrup,India,in,0.5,0.5,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
3942,Arar,Saudi Arabia,30.9815531,41.0164788,"`Ar`ar 73241, Saudi Arabia",`Ar`ar,,,,73241,`Ar`ar,,Northern Borders Province,,Arar,Saudi Arabia,sa,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3943,Furtwangen,Germany,48.0512198,8.2073776,"78120 Furtwangen im Schwarzwald, Germany",,,,,78120,Furtwangen im Schwarzwald,,Baden-Württemberg,BW,Schwarzwald-Baar-Kreis,Germany,de,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3944,Schiedlberg,Austria,48.0920742,14.2645752,"4521 Schiedlberg, Austria",,,,,4521,Schiedlberg,,Upper Austria,,Bezirk Steyr-Land,Austria,at,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3945,Eniwa,Japan,42.8827386,141.5775731,"Eniwa, Ishikari Subprefecture, Japan",,,,,,Eniwa,,Ishikari Subprefecture,,Hokkaido Prefecture,Japan,jp,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3946,Saint Paul lez Durance,France,43.6869938,5.7077225,"13115 Saint-Paul-lès-Durance, France",,,,,13115,Saint-Paul-lès-Durance,,Provence-Alpes-Côte d'Azur,PAC,Bouches-du-Rhône,France,fr,0.2857142857142857,0.2857142857142857,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3947,Multhan,Pakistan,32.04278,76.84579,"Multhan, HP, India",,,,,,Multhan,,Himachal Pradesh,HP,Mandi,India,in,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
3948,Vanasthali,India,26.4063103,75.8600789,"Vanasthali - 304022, RJ, India",Vanasthali,,,,304022,Vanasthali,,Rajasthan,RJ,Niwai Tehsil,India,in,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3949,Jundiai,Brazil,-23.1887668,-46.884506,"Jundiaí, SP, Brazil",,,,,,Jundiaí,,São Paulo,SP,Região Geográfica Intermediária de Campinas,Brazil,br,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3950,Uiwang,South Korea,37.3449082,126.9689861,"Uiwang-si, South Korea",,,,,,Uiwang-si,,,,Gyeonggi,South Korea,kr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3951,Athabasca,Canada,54.7214539,-113.2857941,"Town of Athabasca, AB, Canada",,,,,,Town of Athabasca,,Alberta,AB,,Canada,ca,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3952,Karnal,India,29.6803266,76.9896254,"Karnal - 132001, HR, India",Karnal,,,,132001,Karnal,,Haryana,HR,Karnal,India,in,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3953,Santa Fe,Argentina,-31.6186951,-60.7019561,"S3000 Santa Fe, Argentina",,,,,S3000,Santa Fe,,Santa Fe,S,Departamento La Capital,Argentina,ar,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3954,Renningen,Germany,48.7648163,8.9347008,"71272 Renningen, Germany",,,,,71272,Renningen,,Baden-Württemberg,BW,Landkreis Böblingen,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3955,Suqian,China,33.9644701,118.2696994,"Suqian, Jiangsu, China",,,,,,Suqian,,Jiangsu,,,China,cn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3956,Chatsworth,United States,34.7665942,-84.7698842,"Chatsworth, GA, United States of America",,,,,,Chatsworth,,Georgia,GA,Murray County,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3957,Bilaspur,India,31.3380959,76.7611631,"Bilaspur, HP, India",,,,,,Bilaspur,,Himachal Pradesh,HP,,India,in,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3958,Palapye,Botswana,-22.536888,27.123513,"Palapye, Central District, Botswana",Palapye,,,,,Palapye,,Central District,,,Botswana,bw,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3959,Assosa,Ethiopia,10.0646352,34.5437024,"Asosa, Benishangul-Gumuz Region, Ethiopia",Asosa,,,,,Asosa,,Benishangul-Gumuz Region,,Asosa,Ethiopia,et,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3960,Rapperswil,Switzerland,47.2266532,8.8164042,"8640 Rapperswil (Rapperswil-Jona), Switzerland",Rapperswil,,,,8640,Rapperswil-Jona,,St. Gallen,,Wahlkreis See-Gaster,Switzerland,ch,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3961,Vitznau,Switzerland,47.0091184,8.4846569,"6354 Vitznau, Switzerland",,,,,6354,Vitznau,,Lucerne,,,Switzerland,ch,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3962,Valens,Switzerland,46.969373,9.4817696,"7317 Valens (Pfäfers), Switzerland",Valens,,,,7317,Pfäfers,,St. Gallen,,Wahlkreis Sarganserland,Switzerland,ch,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3963,Dongying,China,37.4334738,118.6689349,"257000 Shandong, China",,,,,257000,Dongying,,Shandong,,,China,cn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3964,"Gopalganj, Dhaka",Bangladesh,23.0049937,89.8303176,"Gopalganj - 8100, Bangladesh",Gopalganj,,,,8100,Gopalganj,,Dhaka Division,,Gopalganj Sadar Upazila,Bangladesh,bd,0.5,0.5,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3965,Gopalganj,Bangladesh,23.0049937,89.8303176,"Gopalganj - 8100, Bangladesh",Gopalganj,,,,8100,Gopalganj,,Dhaka Division,,Gopalganj Sadar Upazila,Bangladesh,bd,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3966,Suncheon,South Korea,34.9505457,127.4872992,"Suncheon-si, South Korea",,,,,,Suncheon-si,,,,South Jeolla,South Korea,kr,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3967,Blaine,United States,45.1607987,-93.2349489,"Blaine, MN, United States of America",,,,,,Blaine,,Minnesota,MN,Anoka County,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3968,Tariffville,United States,35.4867463,-84.1785246,"Tariffville (Tariffville), TN, United States of America",Tariffville,,,,,Tariffville,,Tennessee,TN,Monroe County,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3969,Herzogenrath,Germany,50.8684545,6.0950514,"52134 Herzogenrath, Germany",,,,,52134,Herzogenrath,,North Rhine-Westphalia,,Städteregion Aachen,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3970,Neubiberg,Germany,48.0769935,11.6615136,"85579 Neubiberg, Germany",,,,,85579,Neubiberg,,Bavaria,,Landkreis München,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3971,Dschang,Cameroon,5.4469923,10.053309,"Dschang, OU, Cameroon",,,,,,Dschang,,West,OU,Menoua,Cameroon,cm,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3972,Muttenz,Switzerland,47.525113,7.6477401,"4132 Muttenz, Switzerland",,,,,4132,Muttenz,,Basel-Landschaft,BL,Bezirk Arlesheim,Switzerland,ch,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3973,Saint-Priest-en-Jarez,France,45.473408,4.3792689,"42270 Saint-Priest-en-Jarez, France",,,,,42270,Saint-Priest-en-Jarez,,Auvergne-Rhône-Alpes,ARA,Loire,France,fr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3974,El Bayadh,Algeria,33.684319,1.0182453,"El Bayadh, Algeria",,,,,,El Bayadh,,El Bayadh,,El Bayadh District,Algeria,dz,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3975,Tlemcen,Algeria,34.881789,-1.316699,"13000 Tlemcen, Algeria",,,,,13000,Tlemcen,,Tlemcen,,Tlemcen District,Algeria,dz,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3976,Des Moines,United States,41.5910323,-93.6046655,"Des Moines, IA, United States of America",,,,,,Des Moines,,Iowa,IA,Polk County,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3977,Tamanghasset,Algeria,22.7859372,5.5291395,"Tamanghasset, Tamanrasset, Algeria",,,,,,Tamanghasset,,Tamanrasset,,de Tamanrasset District,Algeria,dz,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3978,"Nuh, Mewat",India,28.1033372,77.0047993,"Nuh - 122107, HR, India",Nuh,,,,122107,Nuh,,Haryana,HR,Nuh,India,in,0.5,0.5,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3979,Kurukshetra,India,29.9693747,76.8482787,"Kurukshetra - 132118, HR, India",Kurukshetra,,,,132118,Kurukshetra,,Haryana,HR,Thanesar,India,in,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3980,Bejaia,Algeria,36.7511783,5.0643687,"06000 Bejaia, Algeria",,,,,06000,Bejaia,,Bejaia,,Bejaia District,Algeria,dz,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3981,Perpignan,France,42.6985304,2.8953121,"Perpignan, OCC, France",,,,,,Perpignan,,Occitania,OCC,Pyrénées-Orientales,France,fr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3982,Azad Jammu Kashmir,Pakistan,34.046911,73.6436193,"Rangla Azad Jammu Kashmir, Bagh District, Dhirkot Tehsil, Azad Kashmir, Pakistan",Rangla Azad Jammu Kashmir,,,Bagh District,12610,Dhirkot Tehsil,,Azad Kashmir,,Poonch Division,Pakistan,pk,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3983,Constantine,Algeria,36.3641642,6.6084281,"Constantine, Algeria",,,,,,Constantine,,Constantine,,Constantine District,Algeria,dz,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3984,Bhagalpur,India,25.2494829,86.9828131,"Bhagalpur - 812002, BR, India",Bhagalpur,,,,812002,Bhagalpur,,Bihar,BR,Jagdishpur,India,in,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3985,Vitoria,Brazil,-20.3200917,-40.3376682,"Vitória, ES, Brazil",,,,,,Vitória,,Espírito Santo,ES,Greater Vitória,Brazil,br,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3986,Woods Hole,United States,41.5238207,-70.669259,"Woods Hole (Woods Hole), MA 02543, United States of America",Woods Hole,,,,02543,Woods Hole,,Massachusetts,MA,,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3987,Edwardsville,United States,38.8114364,-89.953157,"Edwardsville, IL, United States of America",,,,,,Edwardsville,,Illinois,IL,Madison County,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3988,Wanzhou,China,30.8101669,108.4034084,"Wanzhou, Chongqing, China",Wanzhou,,,Wanzhou,404000,Wanzhou,,Chongqing,,,China,cn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3989,Chuo,Japan,35.666255,139.775565,"Chuo, Japan",,,,,,Chuo,,,,,Japan,jp,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3990,Bron,France,45.7337532,4.9092352,"69500 Bron, France",,,,,69500,Bron,,Auvergne-Rhône-Alpes,ARA,Métropole de Lyon,France,fr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3991,Gyeonggi,South Korea,37.2891533,127.053473,"Gyeonggi Provincial South, Suwon-si, 16505, South Korea",Gyeonggi Provincial South,,,,16505,Suwon-si,,,,Gyeonggi,South Korea,kr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3992,Ansan-si,South Korea,37.3217152,126.8308604,"Ansan, South Korea",,,,,,Ansan,,,,Gyeonggi,South Korea,kr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3993,Kizugawa,Japan,34.75455,135.848026,"Kizugawa, Japan",,,,,,Kizugawa,,,,Kyoto Prefecture,Japan,jp,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3994,Dolní Břežany,Czech Republic,49.9633609,14.4581344,"Dolní Břežany, Central Bohemia, Czechia",,,,,,Dolní Břežany,,Central Bohemia,,,Czechia,cz,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3995,Yongin,South Korea,37.2405741,127.1785572,"Yongin-si, South Korea",,,,,,Yongin-si,,,,Gyeonggi,South Korea,kr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3996,Goleta,United States,34.4358295,-119.8276389,"Goleta, CA 93117, United States of America",,,,,93117,Goleta,,California,CA,Santa Barbara County,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3997,Zhaoqing,China,23.0501661,112.4603629,"Zhaoqing City, Guangdong Province, China",,,,,,Zhaoqing City,,Guangdong Province,,,China,cn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3998,,Monaco,43.7323492,7.4276832,Monaco,,,,,,,,,,,Monaco,mc,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3999,Oesteraas,Norway,60.44556,22.31278,"Turku (Itäharju), Southwest Finland, Finland",,,,Turku,,Itäharju,,Southwest Finland,,Southwest Finland,Finland,fi,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
