original_,original_affiliation-city,original_affiliation-country,lat,lon,formatted,name,street,suburb,district,postcode,city,county_code,state,state_code,county,country,country_code,confidence,confidence_city_level,attribution,attribution_license,attribution_url
3691,"Mirpur, Azad Kashmir",Pakistan,33.1486351,73.7482102,"Mirpur 10250, Pakistan",Mirpur,,,,10250,Mirpur,,Azad Kashmir,,Mirpur District,Pakistan,pk,0.33333333333333337,0.33333333333333337,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3692,Lousa,Portugal,40.1111532,-8.2461629,"Lousã, Portugal",,,,,,Lousã,,,,Coimbra,Portugal,pt,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3693,Moradabad,India,28.8334982,78.7732864,"Moradabad - 244001, UP, India",Moradabad,,,,244001,Moradabad,,Uttar Pradesh,UP,Moradabad,India,in,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3694,Cangzhou,China,38.3042796,116.8511597,"061000 Hebei, China",,,,,061000,Cangzhou,,Hebei,,,China,cn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3695,Gumi,South Korea,36.1195513,128.3444692,"Gumi-si, South Korea",,,,,,Gumi-si,,,,North Gyeongsang,South Korea,kr,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3696,Ilmenau,Germany,50.6867695,10.9142385,"Ilmenau, Thuringia, Germany",,,,,,Ilmenau,,Thuringia,,Ilm-Kreis,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3697,Mehtarlam,Afghanistan,34.6643728,70.2056991,"Mihtarlam, Laghman Province, Afghanistan",Mihtarlam,,,,,Mihtarlam,,Laghman Province,,Mihtarlam,Afghanistan,af,0.7999999999999999,0.7999999999999999,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3698,Almora,India,29.601699,79.6632635,"Almora - 263600, UT, India",Almora,,,,263600,Almora,,Uttarakhand,UT,Almora,India,in,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3699,Haldi,India,21.4499931,83.7727368,"Haldi (Haldi), OR, India",Haldi,,,,,Haldi,,Odisha,OR,Attabira,India,in,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3700,Prayer City,Nigeria,9.404974,7.607418,Nigeria,Nigeria,,,,,,,,,,Nigeria,ng,0.25,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
3701,Yanbu al-Bahr,Saudi Arabia,24.144244,38.06335,"Yanbu` al Bahr, Yanbu`, Medina Province, Saudi Arabia",Yanbu` al Bahr,,Yanbu` al Bahr,,,Yanbu`,,Medina Province,,Yanbu,Saudi Arabia,sa,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3702,Borujerd,Iran,33.8943281,48.7560936,"Central District, Borujerd City, Lorestan Province, Iran",,,,Central District,,Borujerd City,,Lorestan Province,,Borujerd County,Iran,ir,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3703,Qazvin,Iran,36.2804074,50.006663,"Qazvin, Qazvin Province, Iran",,,,,,Qazvin,,Qazvin Province,,Qazvin County,Iran,ir,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3704,Matagalpa,Nicaragua,12.9285563,-85.9174331,"Matagalpa, Nicaragua",,,,,61000,Matagalpa,,Matagalpa,MT,,Nicaragua,ni,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3705,Yangquan,China,37.8568575,113.5739616,"Chengqu District, Yangquan, Shanxi, China",Yangquan,,,Chengqu District,045000,Yangquan,,Shanxi,,,China,cn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3706,Jiujiang,China,29.6653828,115.9474861,"Jiujiang, Jiangxi, China",Jiujiang,,,,,Jiujiang,,Jiangxi,,,China,cn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3707,Hohhtot,China,,,,,,,,,,,,,,,,,,,,
3708,Salt,Jordan,32.0390779,35.7269843,"Al Salt, Balqa, Jordan",Al Salt,,,,,Al Salt,,Balqa,,Al-Salt Sub-District,Jordan,jo,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3709,Sirohi,India,24.8858,72.8589,"Sirohi, RJ, India",Sirohi,,,,,Sirohi,,Rajasthan,RJ,Sirohi Tehsil,India,in,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3710,Xianning,China,29.8437545,114.3169418,"Xianning, Hubei, China",,,,,,Xianning,,Hubei,,,China,cn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3711,Villahermosa,Mexico,17.9884657,-92.9366326,"Villahermosa, TAB, Mexico",Villahermosa,,,,,Villahermosa,,Tabasco,TAB,Centro,Mexico,mx,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3712,Hafar al Batin,Saudi Arabia,28.4328084,45.9627527,"Hafar Al-Batin 39956, Saudi Arabia",Hafar Al-Batin,,,,39956,Hafar Al-Batin,,Eastern Province,,Hafar Al Batin Governorate,Saudi Arabia,sa,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3713,Saar,Bahrain,26.1898256,50.4941714,"Saar 575, Bahrain",Saar,,,,575,Saar,,Northern Governorate,,,Bahrain,bh,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3714,Baqubah,Iraq,33.7437267,44.6495225,"Ba'quba District, Baqubah, Diyala Governorate, Iraq",Baqubah,,,Ba'quba District,32010,Baqubah,,Diyala Governorate,,,Iraq,iq,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3715,Skikda,Algeria,36.879882,6.907485,"Skikda, Algeria",,,,,,Skikda,,Skikda,,Skikda District,Algeria,dz,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3716,Easton,United States,40.6916081,-75.2099866,"Easton, PA, United States of America",,,,,,Easton,,Pennsylvania,PA,Northampton County,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3717,Lisle,United States,41.801159,-88.0747687,"Lisle, IL, United States of America",,,,,,Lisle,,Illinois,IL,DuPage County,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3718,Marand,Iran,38.4306358,45.7741,"Marand, بخش مرکزی, دهستان دولت آباد, East Azerbaijan Province, Iran",Marand,,,بخش مرکزی,54137-00000,دهستان دولت آباد,,East Azerbaijan Province,,Marand County,Iran,ir,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3719,Qena,Egypt,26.1615051,32.7182974,"Qena, Egypt",Qena,,,,,Qena,,Qena,,,Egypt,eg,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3720,Roeselare,Belgium,50.9444948,3.124765,"8800 Roeselare, Belgium",,,,,8800,Roeselare,,West Flanders,,Roeselare,Belgium,be,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3721,Heliopolis,Egypt,30.1005985,31.3329136,"Heliopolis, Cairo, Egypt",Heliopolis,,Heliopolis,,11757,Cairo,,Cairo,,,Egypt,eg,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3722,Xianyang,China,34.3323227,108.7128495,"Xianyang, Shaanxi, China",,,,,,Xianyang,,Shaanxi,,,China,cn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3723,Anhui,China,37.4789488,78.531458,"Anhui Qingquan Community (Anhui Qingquan Community), Xinjiang, China",Anhui Qingquan Community,,,,,Anhui Qingquan Community,,Xinjiang,,Pishan County,China,cn,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3724,Monteria,Colombia,10.7368987,-74.1897807,"Monteria (Monteria), MAG, Colombia",Monteria,,,,,Monteria,,Magdalena,MAG,Zona Bananera (Prado Sevilla),Colombia,co,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3725,Malayer,Iran,34.2922623,48.8215749,"Central District, Malayer, Hamadan Province, Iran",,,,Central District,,Malayer,,Hamadan Province,,Malayer County,Iran,ir,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3726,Indang,Philippines,14.1958306,120.8784148,"Indang, 4122 Cavite, Philippines",,,,,4122,Indang,,Cavite,,,Philippines,ph,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3727,Bisha,Saudi Arabia,19.98681735,42.39359554175918,"Bisha Power Plant, Bishah, Saudi Arabia",Bisha Power Plant,,Bisha Power Plant,,,,,'Asir Province,,Bishah,Saudi Arabia,sa,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3728,Kharagpur,India,22.34309,87.3012875,"Kharagpur - 721301, WB, India",Kharagpur,,,,721301,Kharagpur,,West Bengal,WB,Kharagpur-I,India,in,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3729,Iwo,Nigeria,7.633333,4.183333,"Iwo, Osun State, Nigeria",,,,,,Iwo,,Osun State,,,Nigeria,ng,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3730,Aswan,Egypt,24.091071,32.897306,"Aswan, 81511, Egypt",Aswan,,,,81511,Aswan,,Aswan,,,Egypt,eg,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3731,Muscle Shoals,United States,34.7436791,-87.6532615,"Muscle Shoals, AL 35661, United States of America",,,,,35661,Muscle Shoals,,Alabama,AL,Colbert County,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3732,Chattahoochee Hills,United States,33.5790874,-84.7686732,"Chattahoochee Hills, GA, United States of America",,,,,,Chattahoochee Hills,,Georgia,GA,Fulton County,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3733,Ras Sedr,Egypt,29.771341,33.017285,"Ras Sedr, Sadr Al Hitan Road, Egypt",,"Ras Sedr, Sadr Al Hitan Road",,,,,,South Sinai,,Ras Sedr,Egypt,eg,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3734,Downey,United States,33.9404441,-118.1292846,"Downey, CA, United States of America",,,,,,Downey,,California,CA,Los Angeles County,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3735,Escource,France,44.1643011,-1.0335674,"40210 Escource, France",,,,,40210,Escource,,Nouvelle-Aquitaine,NAQ,Landes,France,fr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3736,Babolsar,Iran,36.7008777,52.6481047,"Babolsar, بخش مرکزی شهرستان بابلسر, دهستان بابلرود, Mazandaran Province, Iran",Babolsar,,,بخش مرکزی شهرستان بابلسر,47416-15778,دهستان بابلرود,,Mazandaran Province,,Babolsar County,Iran,ir,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3737,Fuqing,China,32.447395,106.216295,"Fuqing, Sichuan, China",Fuqing,,,,,Fuqing,,Sichuan,,Wangcang County,China,cn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3738,Yorba Linda,United States,33.8901096,-117.8249705,"Yorba Linda, CA, United States of America",,,,,,Yorba Linda,,California,CA,Orange County,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3739,Aral,China,46.744917,90.3175015,"Aral, Xinjiang, China",,,,,,Aral,,Xinjiang,,Qinghe County,China,cn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3740,Fangchenggang,China,21.7023451,108.3590243,"Gangkou District, Fangchenggang, Guangxi, China",Fangchenggang,,,Gangkou District,538000,Fangchenggang,,Guangxi,,,China,cn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3741,Cuito,Angola,-12.3831319,16.9425484,"Cuito, Bié Province, Angola",Cuito,,,,,Cuito,,Bié Province,,,Angola,ao,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3742,"Danzhou, Hainan",China,19.185018,109.443113,"Danzhou (Danzhou), Hainan Province, China",Danzhou,,,,,Danzhou,,Hainan Province,,Baisha Li Autonomous County,China,cn,0.5,0.5,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3743,Danzhou,China,19.185018,109.443113,"Danzhou (Danzhou), Hainan Province, China",Danzhou,,,,,Danzhou,,Hainan Province,,Baisha Li Autonomous County,China,cn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3744,Samarkand,Uzbekistan,40.4305778,67.9647135,"Samarkand (Samarkand), Jizzakh Region, Uzbekistan",Samarkand,,,,,Samarkand,,Jizzakh Region,,Pakhtakor District,Uzbekistan,uz,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3745,Shiyan,China,32.6314877,110.792752,"Maojian District, Shiyan, Hubei, China",Shiyan,,,Maojian District,442000,Shiyan,,Hubei,,,China,cn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3746,Sanming,China,26.2671531,117.634008,"Sanyuan District, Sanming, Fujian, China",Sanming,,,Sanyuan District,,Sanming,,Fujian,,,China,cn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3747,Kharga,Egypt,25.4522583,30.5416007,"Al Kharja Oases, 72511, Egypt",Al Kharja Oases,,,,72511,Al Kharja Oases,,New Valley,,,Egypt,eg,0.42525,0.42525,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3748,Yanji,China,42.9047508,129.50441,"Yanji City, Yanji, Jilin, China",Yanji,,,Yanji City,133099,Yanji,,Jilin,,,China,cn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3749,Tembilahan,Indonesia,-0.3214664,103.1617498,"Tembilahan 29281, Riau, Indonesia",Tembilahan,,,,29281,Tembilahan,,Riau,,Indragiri Hilir,Indonesia,id,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3750,Fuxin,China,42.0151733,121.6452868,"Xihe District, Fuxin, Liaoning, China",Fuxin,,,Xihe District,123000,Fuxin,,Liaoning,,,China,cn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3751,Bandar Abbas,Iran,27.1793466,56.2781423,"بخش مرکزی شهرستان بندرعباس, Bandar Abbas, Hormozgan Province, Iran",Bandar Abbas,,,بخش مرکزی شهرستان بندرعباس,,Bandar Abbas,,Hormozgan Province,,Bandar-e-Abbas County,Iran,ir,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3752,Lahij,Yemen,13.0577821,44.8836135,"Al Hawtah District, Lahij, Lahij Governorate, Yemen",Lahij,,,Al Hawtah District,,Lahij,,Lahij Governorate,,,Yemen,ye,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3753,Wenshan,China,26.0438665,117.9452669,"Wenshan (Wenshan), Fujian, China",Wenshan,,,,,Wenshan,,Fujian,,Youxi County,China,cn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3754,Mosman,Australia,-33.8301355,151.2447663,"Mosman, Sydney, NSW, Australia",,,Mosman,,2088,Sydney,,New South Wales,NSW,,Australia,au,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3755,Dover,United States,39.158168,-75.5243682,"Dover, DE, United States of America",,,,,,Dover,,Delaware,DE,Kent County,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3756,Changshu,China,31.6572954,120.7480757,"215500 Jiangsu, China",,,,,215500,Changshu,,Jiangsu,,,China,cn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3757,Pompei,Italy,40.7491267,14.5006415,"80045 Pompei, Italy",,,,,80045,Pompei,NA,Campania,CAM,Napoli,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3758,Aversa,Italy,40.973212,14.204928,"81031 Aversa, Italy",,,,,81031,Aversa,CE,Campania,CAM,Caserta,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3759,Surampalem,India,17.1068714,82.0660019,"Surampalem (Surampalem), AP, India",Surampalem,,,,,Surampalem,,Andhra Pradesh,AP,Gandepalle,India,in,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3760,Warangal,India,17.9820644,79.5970954,"Warangal - 506002, TG, India",Warangal,,,,506002,Warangal,,Telangana,TG,Warangal mandal,India,in,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3761,Arba Minch,Ethiopia,6.0215142,37.5539809,"Arba Minch, South Ethiopia Regional State, Ethiopia",Arba Minch,,,,,Arba Minch,,South Ethiopia Regional State,,Gamo Gofa,Ethiopia,et,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3762,Mevalurkuppam,India,13.0280202,80.007207,"Kanchipuram, Mevalurkuppam, TN, India",Mevalurkuppam,,,Kanchipuram,600124,Mevalurkuppam,,Tamil Nadu,TN,,India,in,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3763,Nesodden,Norway,59.808313,10.637834488651412,"Nesodden, Norway",,,,,,Nesodden,,,,Akershus,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3764,Port Said,Egypt,31.263235,32.305505,"Port Said, 42531, Egypt",Port Said,,,,42531,Port Said,,Port Said,,,Egypt,eg,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3765,Tuokh,Egypt,,,,,,,,,,,,,,,,,,,,
3766,Reus,Spain,41.1555564,1.1076133,"43201 Reus, Spain",,,,,43201,Reus,T,Catalonia,,Baix Camp,Spain,es,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3767,Anyang,China,36.1023552,114.33633,"Beiguan District, Anyang, Henan, China",Anyang,,,Beiguan District,455000,Anyang,,Henan,,,China,cn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3768,Fermoy,Ireland,52.129175200000006,-8.26644821979168,"Fermoy Rural, County Cork, Ireland",,,,Fermoy Rural,,,CO,The Municipal District of Fermoy,,County Cork,Ireland,ie,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3769,"Tainan, 73657",Taiwan,22.9912348,120.184982,"Tainan, Taiwan",,,,,,Tainan,,,,,Taiwan,tw,0.5,0.5,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3770,Fukaya,Japan,36.1974016,139.2816997,"Fukaya, 366-0824, Japan",Fukaya,,,,366-0824,Fukaya,,,,Saitama Prefecture,Japan,jp,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3771,Zabrze,Poland,50.3086154,18.7863749,"Zabrze, Silesian Voivodeship, Poland",,,,,,Zabrze,,Silesian Voivodeship,,Metropolis GZM,Poland,pl,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3772,Bagh,Pakistan,33.9800085,73.7737878,"Bagh District, Bagh, Azad Kashmir, Pakistan",Bagh,,,Bagh District,,Bagh,,Azad Kashmir,,Poonch Division,Pakistan,pk,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3773,Kohat,Pakistan,33.5967144,71.4399944,"Kohat, KP, Pakistan",Kohat,,,,,Kohat,,Khyber Pakhtunkhwa,KP,Kohat District,Pakistan,pk,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3774,Lakki Marwat,Pakistan,32.6056744,70.9113526,"Lakki Marwat, KP, Pakistan",Lakki Marwat,,,,,Lakki Marwat,,Khyber Pakhtunkhwa,KP,Lakki Marwat District,Pakistan,pk,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3775,Nonoichi,Japan,36.5197206,136.6098107,"Nonoichi, Japan",,,,,,Nonoichi,,,,Ishikawa Prefecture,Japan,jp,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3776,Maadi,Egypt,29.9810904,31.333897743450862,"Maadi Heights, Cairo, Egypt",Maadi Heights,,Maadi Heights,,,Cairo,,Cairo,,,Egypt,eg,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3777,Dindigul,India,10.365646,77.9693256,"Dindigul - 624001, TN, India",Dindigul,,,,624001,Dindigul,,Tamil Nadu,TN,Dindigul,India,in,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3778,Crozet,United States,38.0695816,-78.7005751,"Crozet, VA 23932, United States of America",Crozet,,,,23932,Crozet,,Virginia,VA,Albemarle County,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3779,Soest,Netherlands,52.174595,5.2909674,"Soest, UT, Netherlands",,,,,,Soest,,Utrecht,UT,,Netherlands,nl,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3780,Baarn,Netherlands,52.2111182,5.2931841,"Baarn, UT, Netherlands",,,,,,Baarn,,Utrecht,UT,,Netherlands,nl,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3781,Abhar,Iran,36.1453788,49.213005,"Abhar Central District, Abhar City, Zanjan Province, Iran",,,,Abhar Central District,,Abhar City,,Zanjan Province,,Abhar County,Iran,ir,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3782,Hezhou,China,24.4073814,111.5618542,"Babu District, Hezhou, Guangxi, China",Hezhou,,,Babu District,,Hezhou,,Guangxi,,,China,cn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3783,Xiangyang,China,32.010998,112.1163785,"Xiangyang, Hubei, China",,,,,,Xiangyang,,Hubei,,,China,cn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3784,Mizan Teferi,Ethiopia,6.9952914,35.5868945,"Mizan Teferi, South West Ethiopia Peoples, Ethiopia",Mizan Teferi,,,,,Mizan Teferi,,South West Ethiopia Peoples,,Bench Maji,Ethiopia,et,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3785,Sao Jose dos Campos,Brazil,-23.1867782,-45.8854538,"São José dos Campos, SP, Brazil",,,,,,São José dos Campos,,São Paulo,SP,Região Metropolitana do Vale do Paraíba e Litoral Norte,Brazil,br,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3786,Pampilhosa da Serra,Portugal,40.0460143,-7.951515,"Pampilhosa da Serra, Portugal",,,,,,Pampilhosa da Serra,,,,Coimbra,Portugal,pt,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3787,Costa Mesa,United States,33.6633386,-117.903317,"Costa Mesa, CA, United States of America",,,,,,Costa Mesa,,California,CA,Orange County,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3788,Valais,Switzerland,46.3720663,6.862287669574162,"1897 Port-Valais, Switzerland",,,,,1897,Port-Valais,,Wallis,,Monthey,Switzerland,ch,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3789,Agra,India,27.1752554,78.0098161,"Agra, UP, India",,,,,,Agra,,Uttar Pradesh,UP,Agra District,India,in,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3790,"Panikahiti, Guwahati",India,,,,,,,,,,,,,,,,,,,,
3791,Soddo,Ethiopia,6.864163,37.762762,"4620 Sodo, Ethiopia",Sodo,,,,4620,Sodo,,South Ethiopia Regional State,,Wolayita,Ethiopia,et,0.7200000000000001,0.7200000000000001,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3792,Guimaraes,Portugal,41.4417677,-8.2955712,"Guimarães, Portugal",,,,,,Guimarães,,,,Braga,Portugal,pt,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3793,Merelbeke,Belgium,50.9942924,3.7459119,"9820 Merelbeke, Belgium",,,,,9820,Merelbeke,,East Flanders,,Gent,Belgium,be,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3794,Shangqiu,China,34.4168215,115.6507447,"Shangqiu, Henan, China",,,,,,Shangqiu,,Henan,,,China,cn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3795,Dobrzyca,Poland,51.8668166,17.6026387,"63-330 Dobrzyca, Poland",,,,,63-330,Dobrzyca,,Greater Poland Voivodeship,,Pleszew County,Poland,pl,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3796,Diepenbeek,Belgium,50.9078485,5.4200307,"3590 Diepenbeek, Belgium",,,,,3590,Diepenbeek,,Limburg,VLI,Hasselt,Belgium,be,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3797,Palwal,India,28.1405741,77.3259802,"Palwal - 121102, HR, India",Palwal,,,,121102,Palwal,,Haryana,HR,Palwal,India,in,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3798,Siirt,Turkey,37.9273623,41.94218,"56100 Siirt Merkez, Turkey",,,,,56100,Siirt Merkez,,Southeastern Anatolia Region,,Siirt,Turkey,tr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3799,Ghazni,Afghanistan,33.5448968,68.4132108,"Ghazni, Ghazni Province, Afghanistan",Ghazni,,,,,Ghazni,,Ghazni Province,,Ghazni,Afghanistan,af,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3800,Shahr-e Kord,Iran,32.3257366,50.8497369,"بخش مرکزی, Shahr-e Kord, Chaharmahal and Bakhtiyari Province, Iran",,,,بخش مرکزی,,Shahr-e Kord,,Chaharmahal and Bakhtiyari Province,,Sharekurd County,Iran,ir,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3801,Yancheng,China,29.6562752,104.0641012,"Yancheng, Sichuan, China",Yancheng,,,,,Yancheng,,Sichuan,,Jingyan County,China,cn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3802,Bretigny-sur-Orge,France,48.6099887,2.3075288,"91220 Brétigny-sur-Orge, France",,,,,91220,Brétigny-sur-Orge,,Ile-de-France,IDF,Essonne,France,fr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3803,Córdoba,Argentina,-31.4166867,-64.1834193,"X5000 Cordoba, Argentina",,,,,X5000,Cordoba,,Córdoba,X,Pedanía Capital,Argentina,ar,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3804,Sambalpur,India,21.4705391,83.9761511,"Sambalpur - 768001, OR, India",Sambalpur,,,,768001,Sambalpur,,Odisha,OR,Sambalpur,India,in,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3805,Guna,India,24.6476632,77.3161782,"Guna - 473001, MP, India",Guna,,,,473001,Guna,,Madhya Pradesh,MP,Guna NagarTahsil,India,in,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
